target_id,model_id,probability,target_round,target_result,target_reward,target_regret
220,model1_rf,0.0,0,0,0,0
220,model2_lr,1.0,0,0,0,0
220,model3_lr,1.0,0,0,0,0
220,model4_xgb,1.0,0,0,0,0
220,model5_lgbm,1.0,0,0,0,0
220,model_baseline,0.0,0,0,0,0
225,model1_rf,0.0,0,0,0,0
225,model2_lr,0.0,0,0,0,0
225,model3_lr,0.0,0,0,0,0
225,model4_xgb,0.0,0,0,0,0
225,model5_lgbm,0.0,0,0,0,0
225,model_baseline,0.0,0,0,0,0
228,model1_rf,0.0,0,0,0,0
228,model2_lr,0.0,0,0,0,0
228,model3_lr,0.0,0,0,0,0
228,model4_xgb,1.0,0,0,0,0
228,model5_lgbm,0.0,0,0,0,0
228,model_baseline,0.0,0,0,0,0
231,model1_rf,0.0,0,0,0,0
231,model2_lr,0.0,0,0,0,0
231,model3_lr,0.0,0,0,0,0
231,model4_xgb,0.0,0,0,0,0
231,model5_lgbm,0.0,0,0,0,0
231,model_baseline,0.0,0,0,0,0
232,model1_rf,0.0,0,0,0,0
232,model2_lr,0.0,0,0,0,0
232,model3_lr,0.0,0,0,0,0
